Symbol,Company Name,"Market capitalization as on March 31, 2023
(Rs in Lakhs)"
AVROIND,AVRO INDIA LIMITED,12493.2449
SALONA,Salona Cotspin Limited,12463.9944
INDIANCARD,Indian Card Clothing Company Limited,12458.52864
SPTL,Sintex Plastics Technology Limited,12404.816697
PRITIKAUTO,Pritika Auto Industries Limited,12369.81375
URAVI,Uravi T and Wedge Lamps Limited,12358.5
IVP,IVP Limited,12293.4161015
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,12282.2868
SOMATEX,Soma Textiles & Industries Limited,12255.243
LEXUS,Lexus Granito (India) Limited,12214.895826
WANBURY,Wanbury Limited,12199.150754
LOTUSEYE,Lotus Eye Hospital and Institute Limited,12186.64938
KREBSBIO,Krebs Biochemicals and Industries Limited,12181.73109
RNAVAL,Reliance Naval and Engineering Limited,12170.2558395
WSI,W S Industries (I) Limited,12124.8199905
RHFL,Reliance Home Finance Limited,12113.892075
HDIL,Housing Development and Infrastructure Limited,12087.101643
DCI,Dc Infotech And Communication Limited,12048
RVHL,Ravinder Heights Limited,12035.771589000002
XELPMOC,Xelpmoc Design And Tech Limited,11906.034453499999
RKEC,RKEC Projects Limited,11875.347
RELCHEMQ,Reliance Chemotex Industries Limited,11869.7963805
DIL,Debock Industries Limited,11848.2
ATALREAL,Atal Realtech Limited,11782.392
KOHINOOR,Kohinoor Foods Limited,11696.067715
SALSTEEL,S.A.L. Steel Limited,11640.4379
A2ZINFRA,A2Z Infra Engineering Limited,11623.910628
TARACHAND,Tara Chand InfraLogistic Solutions Limited,11598.233
INDOWIND,Indowind Energy Limited,11558.70336
BLBLIMITED,BLB Limited,11498.193615
FRETAIL,Future Retail Limited,11387.965659000001
ROML,Raj Oil Mills Limited,11361.422472
SURANAT&P,Surana Telecom and Power Limited,11335.9569105
ALPA,Alpa Laboratories Limited,11319.8428
SUNDRMBRAK,Sundaram Brake Linings Limited,11142.7164
PARIN,Parin Furniture Limited,11056.851
NILASPACES,Nila Spaces Limited,11028.8976
AHLADA,Ahlada Engineers Limited,10969.929
MAGNUM,Magnum Ventures Limited,10942.148244000002
REMSONSIND,Remsons Industries Limited,10918.225227
STARTECK,Starteck Finance Limited,10881.54234
BOHRAIND,Bohra Industries Limited,10865.83552
COMPINFO,Compuage Infocom Limited,10849.660096
CORALFINAC,Coral India Finance & Housing Limited,10800.9963
MRO-TEK,MRO-TEK Realty Limited,10706.276946
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,10641.2776925
ZEELEARN,Zee Learn Limited,10598.0135625
SADBHIN,Sadbhav Infrastructure Project Limited,10566.75648
BALPHARMA,Bal Pharma Limited,10520.059176
NIRAJ,Niraj Cement Structurals Limited,10400.2227
GSTL,Globesecure Technologies Limited,10365.301162
OBCL,Orissa Bengal Carrier Limited,10298.942915
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,10169.155218
ARCHIDPLY,Archidply Industries Limited,10071.555
JHS,JHS Svendgaard Laboratories Limited,10059.572075
SITINET,Siti Networks Limited,10028.619252
MUKTAARTS,Mukta Arts Limited,10016.5362
CMNL,Chaman Metallics Limited,10015.92706
GAYAPROJ,Gayatri Projects Limited,10015.1296475
AKG,Akg Exim Limited,9993.733152
FCONSUMER,Future Consumer Limited,9985.173215
PALASHSECU,Palash Securities Limited,9908.072531
CCHHL,Country Club Hospitality & Holidays Limited,9889.6164675
SIGIND,Signet Industries Limited,9846.6765
AIROLAM,Airo Lam limited,9811.308
WELINV,Welspun Investments and Commercials Limited,9790.341204
LEMERITE,Le Merite Exports Limited,9779.8365
CTE,Cambridge Technology Enterprises Limited,9766.4299625
UNIVASTU,Univastu India Limited,9745.1445
SUNDARAM,Sundaram Multi Pap Limited,9714.4943465
MANAKCOAT,Manaksia Coated Metals & Industries Limited,9699.0394
ARVEE,Arvee Laboratories (India) Limited,9697.6
SECURCRED,SecUR Credentials Limited,9649.7486
ASTRON,Astron Paper & Board Mill Limited,9602.25
FLFL,Future Lifestyle Fashions Limited,9584.306515
STEELCITY,Steel City Securities Limited,9540.1304925
LLOYDS,Lloyds Luxuries Limited,9450
GANGESSECU,Ganges Securities Limited,9448.4823715
INDBANK,Indbank Merchant Banking Services Limited,9363.8002
SUMIT,Sumit Woods Limited,9329.04842
FIBERWEB,Fiberweb (India) Limited,9328.51404
ALKALI,Alkali Metals Limited,9316.99299
LASA,Lasa Supergenerics Limited,9293.779834500001
JAIPURKURT,Nandani Creation Limited,9238.6316
MHHL,Mohini Health & Hygiene Limited,9218.24745
BAHETI,Baheti Recycling Industries Limited,9170.964785
DGCONTENT,Digicontent Limited,9106.277707000001
VMARCIND,V Marc India Limited,9068.707008
PKTEA,The Peria Karamalai Tea & Produce Company Limited,9056.9940145
DAMODARIND,Damodar Industries Limited,9028.75
NECCLTD,North Eastern Carrying Corporation Limited,8985.323144
CAPTRUST,Capital Trust Limited,8949.694005
MITCON,MITCON Consultancy & Engineering Services Limited,8925.31479
TIRUPATIFL,Tirupati Forge Limited,8918
IL&FSTRANS,IL&FS Transportation Networks Limited,8881.920729
SRPL,Shree Ram Proteins Limited,8835.75
SURYALAXMI,Suryalakshmi Cotton Mills Limited,8810.278365
CEREBRAINT,Cerebra Integrated Technologies Limited,8786.019945
KSHITIJPOL,Kshitij Polyline Limited,8737.526925
LAGNAM,Lagnam Spintex Limited,8728.486
ANLON,Anlon Technology Solutions Limited,8726.985
AMJLAND,Amj Land Holdings Limited,8692
BINANIIND,Binani Industries Limited,8688.430475
PROLIFE,Prolife Industries Limited,8638.5088
INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,8534.384375
SHAHALLOYS,Shah Alloys Limited,8512.9422
AMDIND,AMD Industries Limited,8510.036556000001
OMAXAUTO,Omax Autos Limited,8463.000348
TOKYOPLAST,Tokyo Plast International Limited,8446.7446
GROBTEA,The Grob Tea Company Limited,8443.746285
ANIKINDS,Anik Industries Limited,8423.183001
SURANASOL,Surana Solar Limited,8389.7253
FIDEL,Fidel Softech Limited,8387.8416
MAHASTEEL,Mahamaya Steel Industries Limited,8356.8924
AURDIS,Aurangabad Distillery Limited,8282
SIMBHALS,Simbhaoli Sugars Limited,8235.16449
GAL,Gyscoal Alloys Limited,8143.277562
GICL,Globe International Carriers Limited,8139.8925
KALYANIFRG,Kalyani Forge Limited,8109.102
HINDCON,Hindcon Chemicals Limited,8103.4759375
CORDSCABLE,Cords Cable Industries Limited,8099.25417
YAARI,Yaari Digital Integrated Services Limited,8005.8949
SONAMCLOCK,Sonam Clock Limited,7986.384
MAHICKRA,Mahickra Chemicals Limited,7959.7168
HPIL,Hindprakash Industries Limited,7917.111545
LPDC,Landmark Property Development Company Limited,7914.44644
DBSTOCKBRO,DB (International) Stock Brokers Limited,7892.5
AUSOMENT,Ausom Enterprise Limited,7765.42464
BALLARPUR,Ballarpur Industries Limited,7760.734536
AVSL,AVSL Industries Limited,7730.124
SPMLINFRA,SPML Infra Limited,7676.4863239999995
BANKA,Banka BioLoo Limited,7560.0676539999995
GOLDENTOBC,Golden Tobacco Limited,7554.176057999999
GTL,GTL Limited,7550.245488
ENERGYDEV,Energy Development Company Limited,7481.25
PANACHE,Panache Digilife Limited,7470
PIGL,Power & Instrumentation (Gujarat) Limited,7453.8961
DELTAMAGNT,Delta Manufacturing Limited,7443.86832
SHRADHA,Shradha Infraprojects Limited,7411.277472000001
PIONEEREMB,Pioneer Embroideries Limited,7389.988376
GLOBALVECT,Global Vectra Helicorp Limited,7378
BAGFILMS,B.A.G Films and Media Limited,7316.666713
WIPL,The Western India Plywoods Limited,7269.40671
NITIRAJ,Nitiraj Engineers Limited,7262.8335
BEARDSELL,Beardsell Limited,7249.544064
KRITIKA,Kritika Wires Limited,7233.94
PATINTLOG,Patel Integrated Logistics Limited,7103.65645
SETCO,Setco Automotive Limited,7089.665575
PRAENG,Prajay Engineers Syndicate Limited,7063.514891
ELECTHERM,Electrotherm (India) Limited,7034.0333279999995
UCL,Ushanti Colour Chem Limited,6979.40175
PRAKASHSTL,Prakash Steelage Limited,6912.515405
CINEVISTA,Cinevista Limited,6892.377
SUULD,Suumaya Industries Limited,6889.6894625
FLEXITUFF,Flexituff Ventures International Limited,6817.888844
MDL,Marvel Decor Limited,6816.056
HISARMETAL,Hisar Metal Industries Limited,6782.4
SUVIDHAA,Suvidhaa Infoserve Limited,6742.082425
BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Limited,6737.3532
MARSHALL,Marshall Machines Limited,6722.1
ARIHANTACA,Arihant Academy Limited,6721.272
CELEBRITY,Celebrity Fashions Limited,6691.5603895
VIAZ,Viaz Tyres Limited,6652.293
DHRUV,Dhruv Consultancy Services Limited,6619.596
CENTEXT,Century Extrusions Limited,6600
DOLLEX,Dollex Agrotech Limited,6516.648
BHANDARI,Bhandari Hosiery Exports Limited,6373.922325
TREJHARA,TREJHARA SOLUTIONS LIMITED,6368.984622000001
FELIX,Felix Industries Limited,6363.7035
NGIL,Nakoda Group of Industries Limited,6360.583125
SUPREMEINF,Supreme Infrastructure India Limited,6360.34707
AGROPHOS,Agro Phos India Limited,6355.9350525
MCL,Madhav Copper Limited,6242.844
OILCOUNTUB,Oil Country Tubular Limited,6200.5342
UMA,Uma Converter Limited,6122.834372
MORARJEE,Morarjee Textiles Limited,6122.0008065
SRIVASAVI,Srivasavi Adhesive Tapes Limited,6094.89138
AAREYDRUGS,Aarey Drugs & Pharmaceuticals Limited,6092.32416
AAKASH,Aakash Exploration Services Limited,6024.375
VASWANI,Vaswani Industries Limited,6000
KANANIIND,Kanani Industries Limited,5936.04
ARCHIES,Archies Limited,5928.39
SHIVAMILLS,Shiva Mills Limited,5906.675767999999
IPSL,Integrated Personnel Services Limited,5873.30565
TREEHOUSE,Tree House Education & Accessories Limited,5838.879912
BDR,BDR Buildcon Limited,5824.3425
VERTEXPLUS,Vertexplus Technologies Limited,5783.7178
KEYFINSERV,Keynote Financial Services Limited,5779.6021665
KHFM,Khfm Hospitality And Facility Management Services Limited,5762.821925
AROGRANITE,Aro Granite Industries Limited,5752.8
SEYAIND,Seya Industries Limited,5739.23664
GIRIRAJ,Giriraj Civil Developers Limited,5709.616
RSSOFTWARE,R. S. Software (India) Limited,5707.246596
ORIENTLTD,Orient Press Limited,5670
EXCEL,Excel Realty N Infra Limited,5642.78024
RELIABLE,Reliable Data Services Limited,5572.8
AAATECH,AAA Technologies Limited,5566.8312
AGRITECH,Agri-Tech (India) Limited,5550.93
LGHL,Laxmi Goldorna House Limited,5531.0535
SHRENIK,Shrenik Limited,5508
ANKITMETAL,Ankit Metal & Power Limited,5503.3095
JETFREIGHT,Jet Freight Logistics Limited,5475.646512
VARDMNPOLY,Vardhman Polytex Limited,5472.4299435
NIRMAN,Nirman Agri Gentics Limited,5451.1516
SHREERAMA,Shree Rama Multi-Tech Limited,5426.5144275
SIDDHIKA,Siddhika Coatings Limited,5366.4615
BVCL,Barak Valley Cements Limited,5340.56
KKVAPOW,KKV Agro Powers Limited,5334.29375
HOVS,HOV Services Limited,5258.40081
AMBANIORG,Ambani Organics Limited,5210.45379
FSC,Future Supply Chain Solutions Limited,5178.264564
ABMINTLLTD,ABM International Limited,5169.696
SEPOWER,S.E. Power Limited,5157.47
BANARBEADS,Banaras Beads Limited,5143.07205
REGENCERAM,Regency Ceramics Limited,5129.667684
PODDARHOUS,Poddar Housing and Development Limited,5124.9471
PENTAGOLD,Penta Gold Limited,5064.55
PARTYCRUS,Party Cruisers Limited,4944.8
SONAHISONA,Sona Hi Sona Jewellers (Gujarat) Limited,4859.358825
MALUPAPER,Malu Paper Mills Limited,4853.356625
MOKSH,Moksh Ornaments Limited,4775.744895
PULZ,Pulz Electronics Limited,4770.5
RBMINFRA,Rbm Infracon Limited,4769.165
ZENITHSTL,Zenith Steel Pipes & Industries Limited,4766.395008
NIDAN,Nidan Laboratories and Healthcare Limited,4705.15
SAMBHAAV,Sambhaav Media Limited,4682.21558
UWCSL,Ultra Wiring Connectivity System Limited,4657.196045
BANG,Bang Overseas Limited,4644.3
MRO,M.R. Organisation Limited,4624.9125
MINDPOOL,Mindpool Technologies Limited,4604.04375
TAPIFRUIT,Tapi Fruit Processing Limited,4588.57875
ABCOTS,A B Cotspin India Limited,4528.568
PNC,Pritish Nandy Communications Limited,4477.5365
SURANI,Surani Steel Tubes Limited,4444.366
PRECISION,Precision Metaliks Limited,4422.465952
TIMESGTY,Times Guaranty Limited,4411.1395845
MANUGRAPH,Manugraph India Limited,4379.768784
ZENITHEXPO,Zenith Exports Limited,4263.0375
AARVEEDEN,Aarvee Denims & Exports Limited,4257.9537
SOMICONVEY,Somi Conveyor Beltings Limited,4240.67616
DKEGL,D.K. Enterprises Global Limited,4204.48
ARHAM,Arham Technologies Limited,4187.7
TIMESCAN,Timescan Logistics (India) Limited,4166.595
SGL,STL Global Limited,4143.105299
WEWIN,WE WIN LIMITED,4125.366
CMRSL,Cyber Media Research & Services Limited,4113.84
SONUINFRA,Sonu Infratech Limited,4089.85
VIVIANA,Viviana Power Tech Limited,4077.51
AKASH,Akash Infra-Projects Limited,3996.4205580000003
INDSWFTLTD,Ind-Swift Limited,3981.1019955
KARMAENG,Karma Energy Limited,3974.266833
NAGREEKEXP,Nagreeka Exports Limited,3956.15505
BURNPUR,Burnpur Cement Limited,3918.6585164999997
NIBL,NRB Industrial Bearings Limited,3889.019325
CUBEXTUB,Cubex Tubings Limited,3880.442225
AISL,ANI Integrated Services Limited,3874.88
SHAIVAL,Shaival Reality Limited,3825.207
VINEETLAB,Vineet Laboratories Limited,3816.669312
ARISTO,Aristo Bio-Tech And Lifescience Limited,3815.7719
TERASOFT,Tera Software Limited,3691.003125
CROWN,Crown Lifters Limited,3690.345
JFLLIFE,Jfl Life Sciences Limited,3629.48553
GLOBE,Globe Textiles (India) Limited,3627.396
3PLAND,3P Land Holdings Limited,3618
VERA,Vera Synthetic Limited,3614.8875
MILTON,Milton Industries Limited,3577.4475
ADROITINFO,Adroit Infotech Limited,3571.2712260000003
SHUBHLAXMI,Shubhlaxmi Jewel Art Limited,3565.62
AGNI,Agni Green Power Limited,3535.7988
LFIC,Lakshmi Finance & Industrial Corporation Limited,3525
VSCL,Vadivarhe Speciality Chemicals Limited,3521.647625
MADHAV,Madhav Marbles and Granites Limited,3507.224
UJAAS,Ujaas Energy Limited,3505.075
SUPERSPIN,Super Spinning Mills Limited,3492.5
RKDL,Ravi Kumar Distilleries Limited,3492
AMBICAAGAR,Ambica Agarbathies & Aroma industries Limited,3487.0122
ACEINTEG,Ace Integrated Solutions Limited,3478.2
OMFURN,Omfurn India Limited,3474.12
SWARAJ,Swaraj Suiting Limited,3470.46266
AJOONI,Ajooni Biotech Limited,3460.7419795
KHANDSE,Khandwala Securities Limited,3447.35993
SAGARDEEP,Sagardeep Alloys Limited,3437.0661
REXPIPES,Rex Pipes And Cables Industries Limited,3375.5
ADL,Archidply Decor Limited,3328.6175
MCON,Mcon Rasayan India Limited,3300.013125
CADSYS,Cadsys (India) Limited,3286.095
HBSL,HB Stockholdings Limited,3279.7570675
SANGINITA,Sanginita Chemicals Limited,3272.22915
GANGAFORGE,Ganga Forging Limited,3231.914505
ABINFRA,A B Infrabuild Limited,3211.7048145
PERFECT,Perfect Infraengineers Limited,3153.17673
NARMADA,Narmada Agrobase Limited,3109.4298630000003
RMDRIP,R M Drip and Sprinklers Systems Limited,3077.4
NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,3059.21025
LAXMICOT,Laxmi Cotspin Limited,3052.28526
PEARLPOLY,Pearl Polymers Limited,3038.705226
HECPROJECT,HEC Infra Projects Limited,2945.13548
SANWARIA,Sanwaria Consumer Limited,2944.4
MEGAFLEX,Mega Flex Plastics Limited,2901.15675
GISOLUTION,GI Engineering Solutions Limited,2882.8193010000005
PARASPETRO,Paras Petrofils Limited,2840.8785
RITEZONE,Rite Zone Chemcon India Limited,2834.2809
HEADSUP,Heads UP Ventures Limited,2804.491343
VCL,Vaxtex Cotfab Limited,2778.3822
PRITIKA,Pritika Engineering Components Limited,2764.15881
KEEPLEARN,DSJ Keep Learning Limited,2759.0234805
COUNCODOS,Country Condo's Limited,2754.70415
ROLTA,Rolta India Limited,2737.2073575
DHARSUGAR,Dharani Sugars & Chemicals Limited,2722.4
ASLIND,ASL Industries Limited,2708.4434
AGARWALFT,Agarwal Float Glass India Limited,2680.09056
NEXTMEDIA,Next Mediaworks Limited,2675.71632
RICHA,Richa Info Systems Limited,2673
DNAMEDIA,Diligent Media Corporation Limited,2648.430405
AMEYA,Ameya Precision Engineers Limited,2643.75
DYNAMIC,Dynamic Services & Security Limited,2636.04744
LIBAS,Libas Consumer Products Limited,2634.458
JETKNIT,Jet Knitwears Limited,2625.4976
BALKRISHNA,Balkrishna Paper Mills Limited,2588.302404
MTEDUCARE,MT Educare Limited,2564.095917
GODHA,Godha Cabcon & Insulation Limited,2553.92
GOENKA,Goenka Diamond and Jewels Limited,2536
HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,2533.3407
QUADPRO,Quadpro Ites Limited,2527.5
QFIL,Quality Foils (India) Limited,2510.093
MADHUCON,Madhucon Projects Limited,2509.02796
ROLLT,Rollatainers Limited,2501.3
CYBERMEDIA,Cyber Media (India) Limited,2467.590615
JAKHARIA,JAKHARIA FABRIC LIMITED,2438.298
VEEKAYEM,Veekayem Fashion and Apparels Limited,2359.105595
TGBHOTELS,TGB Banquets And Hotels Limited,2342.912
VIVIDHA,Visagar Polytex Limited,2341.604272
FMNL,Future Market Networks Limited,2301.77524
WALPAR,Walpar Nutritions Limited,2293.3161
DESTINY,Destiny Logistics & Infra Limited,2292.812
SUMEETINDS,Sumeet Industries Limited,2280.1325580000002
ICDSLTD,ICDS Limited,2279.6725
LRRPL,Lead Reclaim And Rubber Products Limited,2228.1983625
MPTODAY,Madhya Pradesh Today Media Limited,2220.048
21STCENMGM,21st Century Management Services Limited,2184
HYBRIDFIN,Hybrid Financial Services Limited,2178.28435
SABAR,Sabar Flex India Limited,2177.546218
TFL,Transwarranty Finance Limited,2176.9905519999998
IMPEXFERRO,Impex Ferro Tech Limited,2154.324298
INFOMEDIA,Infomedia Press Limited,2133.25231
NKIND,NK Industries Limited,2121.4947
SHANTI,Shanti Overseas (India) Limited,2060.163
GRCL,Gayatri Rubbers And Chemicals Limited,2059.942
FEL,Future Enterprises Limited,2047.1868044999999
THOMASCOTT,Thomas Scott (India) Limited,2034.8143380000001
KHAITANLTD,Khaitan (India) Limited,2023.5
WILLAMAGOR,Williamson Magor & Company Limited,1972.1448
LCCINFOTEC,LCC Infotech Limited,1962.196925
UNIINFO,Uniinfo Telecom Services Limited,1962.18752
ASMS,Bartronics India Limited,1949.291136
VIVO,Vivo Collaboration Solutions Limited,1803.425
GAYAHWS,Gayatri Highways Limited,1797.38925
CALSOFT,California Software Company Limited,1785.2957430000001
MOXSH,Moxsh Overseas Educon Limited,1770.232
ORIENTALTL,Oriental Trimex Limited,1764.17436
ONELIFECAP,Onelife Capital Advisors Limited,1763.52
VIJIFIN,Viji Finance Limited,1732.5
DIGJAMLMTD,Digjam Limited,1664
KRIDHANINF,Kridhan Infra Limited,1658.6360875
SILLYMONKS,Silly Monks Entertainment Limited,1633.808
MAKS,Maks Energy Solutions India Limited,1629.67565
TANTIACONS,Tantia Constructions Limited,1628.195209
SUPREMEENG,Supreme Engineering Limited,1624.675
SILGO,Silgo Retail Limited,1596.985
MOHITIND,Mohit Industries Limited,1592.7271875
EDUCOMP,Educomp Solutions Limited,1592.073184
EASTSILK,Eastern Silk Industries Limited,1539.57609
KANDARP,Kandarp Digi Smart BPO Limited,1525.41
CMICABLES,CMI Limited,1498.5672295
NATNLSTEEL,National Steel And Agro Industries Limited,1446.25
MITTAL,Mittal Life Style Limited,1441.1742319999998
SPRL,Sp Refractories Limited,1431.6
ORTINLAB,Ortin Laboratories Limited,1427.059296
BRIGHT,Bright Solar Limited,1383.7999815
KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,1367.909885
GUJRAFFIA,Gujarat Raffia Industries Limited,1351.125
MASKINVEST,Mask Investments Limited,1335.03125
ISHAN,Ishan International Limited,1297.41174
CONTI,Continental Seeds and Chemicals Limited,1275.35802
AMIABLE,Amiable Logistics (India) Limited,1261.3263
AILIMITED,Abhishek Integrations Limited,1232.9164575
EUROTEXIND,Eurotex Industries and Exports Limited,1216.231235
TIJARIA,Tijaria Polypipes Limited,1202.316318
TNTELE,Tamilnadu Telecommunication Limited,1200.7309
KALYANI,Kalyani Commercials Limited,1193
SETUINFRA,Setubandhan Infrastructure Limited,1131.10434
GRETEX,Gretex Industries Limited,1126.603
LYPSAGEMS,Lypsa Gems & Jewellery Limited,1090.908
METALFORGE,Metalyst Forgings Limited,1088.75
SSINFRA,S.S. Infrastructure Development Consultants Limited,1084.031775
SMVD,SMVD Poly Pack Limited,1053.16134
RMCL,Radha Madhav Corporation Limited,1036.1073
JALAN,Jalan Transolutions (India) Limited,1024.87401
SANCO,Sanco Industries Limited,994.232
VASA,Vasa Retail and Overseas Ltd,955.811725
KAVVERITEL,Kavveri Telecom Products Limited,945.84022
TECHIN,Techindia Nirman Limited,945.516
NORBTEAEXP,Norben Tea & Exports Limited,940
KCK,Kck Industries Limited,907.5
SPENTEX,Spentex Industries Limited,897.72035
CREATIVEYE,Creative Eye Limited,872.533875
ANTGRAPHIC,Antarctica Limited,852.5528
TVVISION,TV Vision Limited,845.1235
ABNINT,A B N Intercorp Limited,839.064
ARENTERP,Rajdarshan Industries Limited,836.1327
UMESLTD,Usha Martin Education & Solutions Limited,832.0980465
SHYAMTEL,Shyam Telecom Limited,811.44
MANAV,Manav Infra Projects Limited,799.812
ACCORD,Accord Synergy Limited,746.48
DRL,Dhanuka Realty Limited,735.3038
GLFL,Gujarat Lease Financing Limited,678.144175
CMMIPL,CMM Infraprojects Limited,673.95018
NIRAJISPAT,Niraj Ispat Industries Limited,672
DCMFINSERV,DCM Financial Services Limited,666.7605385
SRIRAM,Shri Ram Switchgears Limited,600.6339
PREMIER,Premier Limited,592.265115
SKSTEXTILE,SKS Textiles Limited,588.3283785
SABTN,Sri Adhikari Brothers Television Network Limited,576.58425
TARAPUR,Tarapur Transformers Limited,546.000308
BKMINDST,Bkm Industries Limited,524.2724
ALPSINDUS,Alps Industries Limited,508.4833
AHIMSA,Ahimsa Industries Limited,476.23713
BHALCHANDR,Bhalchandram Clothing Limited,476
INNOVATIVE,Innovative Tyres and Tubes Limited,422.8016835
LAKPRE,Lakshmi Precision Screws Limited,393.900012
TRANSWIND,Transwind Infrastructures Limited,367.895
MELSTAR,Melstar Information Technologies Limited,335.65376649999996
SABEVENTS,Sab Events & Governance Now Media Limited,319.75318550000003
INDLMETER,IMP Powers Limited,259.09689
TECILCHEM,TECIL Chemicals and Hydro Power Limited,189.637
ABHISHEK,Abhishek Corporation Limited,"*Not available for trading as on March 31, 2023"
AHLWEST,Asian Hotels (West) Limited,"*Not available for trading as on March 31, 2023"
AIFL,Ashapura Intimates Fashion Limited,"*Not available for trading as on March 31, 2023"
AJRINFRA,AJR Infra And Tolling Limited,"*Not available for trading as on March 31, 2023"
ALCHEM,Alchemist Limited,"*Not available for trading as on March 31, 2023"
AMJUMBO,A And M Jumbo Bags Limited,"*Not available for trading as on March 31, 2023"
ANDHRACEMT,Andhra Cements Limited,"*Not available for trading as on March 31, 2023"
ANSALAPI,Ansal Properties & Infrastructure Limited,"*Not available for trading as on March 31, 2023"
ARCOTECH,Arcotech Limited,"*Not available for trading as on March 31, 2023"
ARSSINFRA,Arss Infrastructure Projects Limited,"*Not available for trading as on March 31, 2023"
ARTEDZ,Artedz Fabs Limited,"*Not available for trading as on March 31, 2023"
ASIL,Amit Spinning Industries Limited,"*Not available for trading as on March 31, 2023"
ATCOM,Atcom Technologies Limited,"*Not available for trading as on March 31, 2023"
ATLASCYCLE,Atlas Cycles (Haryana) Limited,"*Not available for trading as on March 31, 2023"
ATNINTER,ATN International Limited,"*Not available for trading as on March 31, 2023"
AUTOLITIND,Autolite (India) Limited,"*Not available for trading as on March 31, 2023"
AUTORIDFIN,Autoriders Finance Limited,"*Not available for trading as on March 31, 2023"
BANSAL,Bansal Multiflex Limited,"*Not available for trading as on March 31, 2023"
BGLOBAL,Bharatiya Global Infomedia Limited,"*Not available for trading as on March 31, 2023"
BHARATIDIL,Bharati Defence and Infrastructure Limited,"*Not available for trading as on March 31, 2023"
BILENERGY,Bil Energy Systems Limited,"*Not available for trading as on March 31, 2023"
BIRLATYRE,Birla Tyres Limited,"*Not available for trading as on March 31, 2023"
BLUEBLENDS,Blue Blends (I) Limited,"*Not available for trading as on March 31, 2023"
BLUECHIP,Blue Chip India Limited,"*Not available for trading as on March 31, 2023"
BLUECOAST,Blue Coast Hotels Limited,"*Not available for trading as on March 31, 2023"
BRFL,Bombay Rayon Fashions Limited,"*Not available for trading as on March 31, 2023"
CANDC,C & C Constructions Limited,"*Not available for trading as on March 31, 2023"
CCCL,Consolidated Construction Consortium Limited,"*Not available for trading as on March 31, 2023"
CELESTIAL,Celestial Biolabs Limited,"*Not available for trading as on March 31, 2023"
CKFSL,Cox & Kings Financial Service Limited,"*Not available for trading as on March 31, 2023"
DFMFOODS,DFM Foods Limited,"*Not available for trading as on March 31, 2023"
DIAPOWER,Diamond Power Infra Ltd,"*Not available for trading as on March 31, 2023"
DOLPHINOFF,Dolphin Offshore Enterprises (India) Limited,"*Not available for trading as on March 31, 2023"
DQE,DQ Entertainment (International) Limited,"*Not available for trading as on March 31, 2023"
DSKULKARNI,DS Kulkarni Developers Limited,"*Not available for trading as on March 31, 2023"
EASTSUGIND,Eastern Sug & Inds Limited,"*Not available for trading as on March 31, 2023"
EASUNREYRL,Easun Reyrolle Limited,"*Not available for trading as on March 31, 2023"
EMCO,Emco Limited,"*Not available for trading as on March 31, 2023"
EON,Eon Electric Limited,"*Not available for trading as on March 31, 2023"
EUROCERA,Euro Ceramics Limited,"*Not available for trading as on March 31, 2023"
EUROMULTI,Euro Multivision Limited,"*Not available for trading as on March 31, 2023"
FEDDERELEC,Fedders Electric and Engineering Limited,"*Not available for trading as on March 31, 2023"
FIVECORE,Five Core Electronics Limited,"*Not available for trading as on March 31, 2023"
GAMMONIND,Gammon India Limited,"*Not available for trading as on March 31, 2023"
GANGOTRI,Gangotri Textiles Limited,"*Not available for trading as on March 31, 2023"
GBGLOBAL,GB Global Limited,"*Not available for trading as on March 31, 2023"
GFSTEELS,Grand Foundry Limited,"*Not available for trading as on March 31, 2023"
GITANJALI,Gitanjali Gems Limited,"*Not available for trading as on March 31, 2023"
HINDNATGLS,Hindusthan National Glass & Industries Limited,"*Not available for trading as on March 31, 2023"
ICSA,ICSA (India) Limited,"*Not available for trading as on March 31, 2023"
INDOSOLAR,Indosolar Limited,"*Not available for trading as on March 31, 2023"
IVRCLINFRA,IVRCL Limited,"*Not available for trading as on March 31, 2023"
JAINSTUDIO,Jain Studios Limited,"*Not available for trading as on March 31, 2023"
JBFIND,JBF Industries Limited,"*Not available for trading as on March 31, 2023"
JIKIND,JIK Industries Limited,"*Not available for trading as on March 31, 2023"
JINDCOT,Jindal Cotex Limited,"*Not available for trading as on March 31, 2023"
JMTAUTOLTD,JMT Auto Limited,"*Not available for trading as on March 31, 2023"
JPINFRATEC,Jaypee Infratech Limited,"*Not available for trading as on March 31, 2023"
KEERTI,Keerti Knowledge And Skills Limited,"*Not available for trading as on March 31, 2023"
KGL,Karuturi Global Limited,"*Not available for trading as on March 31, 2023"
KSERASERA,KSS Limited,"*Not available for trading as on March 31, 2023"
KSK,KSK Energy Ventures Limited,"*Not available for trading as on March 31, 2023"
LAKSHMIEFL,Lakshmi Energy and Foods Limited,"*Not available for trading as on March 31, 2023"
